variant,family,total_net,sharpe,max_dd,bench,excess,d_excess
baseline,baseline,0.3610493524090266,1.3096935944597685,-0.18998136353726303,0.2895605655347211,0.07148878687430549,0.0
cost_x0.5,costs,0.3637443035970187,1.3173930897674424,-0.1896568758725652,0.2895605655347211,0.07418373806229761,0.002694951187992123
cost_x2.0,costs,0.35567515832946106,1.294297993669773,-0.19062997771986978,0.2895605655347211,0.06611459279473997,-0.00537419407956552
cost_x4.0,costs,0.34498932343791533,1.2635207829220252,-0.19192576265592365,0.2895605655347211,0.05542875790319424,-0.01606002897111125
cost_+10bps,costs,0.33438636247846376,1.2327630457122951,-0.19321962522353642,0.2895605655347211,0.04482579694374267,-0.02666298993056282
param_sigma-20,params,0.301705380325171,1.254229568239367,-0.16984206268463797,0.2895605655347211,0.012144814790449932,-0.059343972083855556
param_sigma+20,params,0.41880011540275985,1.3765862595805523,-0.20518579554184524,0.2895605655347211,0.12923954986803876,0.05775076299373327
param_svxyw-20,params,0.35745613463162806,1.3067039696309513,-0.18641871031018853,0.2895605655347211,0.06789556909690697,-0.0035932177773985163
param_svxyw+20,params,0.36560384712058913,1.3156426661682614,-0.19335070919919795,0.2895605655347211,0.07604328158586804,0.004554494711562551
param_gate-20,params,0.3884948646791946,1.3890232696337454,-0.18449825057017666,0.2895605655347211,0.09893429914447349,0.027445512270168004
param_gate+20,params,0.3721601721477623,1.338759179526944,-0.1925921363854043,0.2895605655347211,0.08259960661304122,0.011110819738735733
delay_1d,signal_delay,0.421477806751815,1.4671824569658292,-0.17751678036514817,0.2895605655347211,0.13191724121709392,0.06042845434278843
delay_2d,signal_delay,0.4488504100520494,1.5347562488303597,-0.17651532818534044,0.2895605655347211,0.1592898445173283,0.08780105764302282
delay_5d,signal_delay,0.4534957228369274,1.5024141691570518,-0.1839006266324591,0.2895605655347211,0.1639351573022063,0.09244637042790083
exec_open,exec_timestamp,0.4078332007787939,1.4341327967258946,-0.18102285206822533,0.2895605655347211,0.11827263524407283,0.046783848369767345
miss_5pct_s0,missed_trades,0.3652841462166596,1.3231268929209168,-0.186804456163834,0.2895605655347211,0.07572358068193852,0.0042347938076330305
miss_5pct_s1,missed_trades,0.35562787352169867,1.2948055310616648,-0.19125390964040456,0.2895605655347211,0.06606730798697757,-0.005421478887327913
miss_5pct_s2,missed_trades,0.362341946507577,1.3134101394806739,-0.18933333126936724,0.2895605655347211,0.07278138097285591,0.0012925940985504258
miss_5pct_s4,missed_trades,0.37592910436492377,1.3482393372273134,-0.19101212414472613,0.2895605655347211,0.08636853883020268,0.014879751955897191
miss_5pct_s7,missed_trades,0.37083014636372447,1.3373824310887004,-0.1900219162973359,0.2895605655347211,0.08126958082900337,0.009780793954697886
miss_10pct_s0,missed_trades,0.3722184272079696,1.340933191330809,-0.18680445616383334,0.2895605655347211,0.08265786167324851,0.011169074798943024
miss_10pct_s1,missed_trades,0.3572517408116609,1.2991715565425936,-0.19125390964040423,0.2895605655347211,0.0676911752769398,-0.003797611597365691
miss_10pct_s2,missed_trades,0.3686632029040888,1.3293376710212148,-0.18906255317376575,0.2895605655347211,0.07910263736936773,0.0076138504950622465
miss_10pct_s4,missed_trades,0.37406327005785633,1.3448170975473828,-0.19079359587747013,0.2895605655347211,0.08450270452313524,0.013013917648829754
miss_10pct_s7,missed_trades,0.37811537916365423,1.3573200354441437,-0.19002477023501674,0.2895605655347211,0.08855481362893314,0.01706602675462765
lag_10pct_s0,random_lag,0.3722184272079696,1.340933191330809,-0.18680445616383334,0.2895605655347211,0.08265786167324851,0.011169074798943024
lag_10pct_s1,random_lag,0.35702375760061966,1.298485478371398,-0.1912539096404039,0.2895605655347211,0.06746319206589857,-0.004025594808406918
lag_10pct_s2,random_lag,0.36665865918553564,1.3244798332920238,-0.19011341140279114,0.2895605655347211,0.07709809365081455,0.00560930677650906
lag_10pct_s4,random_lag,0.37114052380457285,1.336272760396795,-0.1907935958774707,0.2895605655347211,0.08157995826985176,0.010091171395546272
lag_10pct_s7,random_lag,0.37729330272591644,1.3549755522037459,-0.19002477023501674,0.2895605655347211,0.08773273719119534,0.016243950316889855
missobs_0.5pct_s0,missing_obs,0.32956975597536564,1.2302524100197505,-0.1899813635372627,0.2895605655347211,0.04000919044064455,-0.03147959643366094
missobs_0.5pct_s1,missing_obs,0.30977108213077553,1.2015692503555488,-0.196737646103474,0.2895605655347211,0.02021051659605444,-0.05127827027825105
missobs_0.5pct_s2,missing_obs,0.37504722950476954,1.3872782684220668,-0.17727291872139073,0.2895605655347211,0.08548666397004845,0.013997877095742961
missobs_2pct_s0,missing_obs,0.3383168286789202,1.3467551417959893,-0.18539917830158348,0.2895605655347211,0.04875626314419912,-0.02273252373010637
missobs_2pct_s1,missing_obs,0.2557679959036936,1.0698937285373897,-0.18610531020695542,0.2895605655347211,-0.0337925696310275,-0.10528135650533299
missobs_2pct_s2,missing_obs,0.3596553254066248,1.3619966405745005,-0.17711414375166,0.2895605655347211,0.07009475987190372,-0.0013940270024017654
start_+21d,alt_start,0.29190173159332455,1.191560667710658,-0.18998136353726314,0.24669110663912153,0.04521062495420303,-0.02627816192010246
start_+42d,alt_start,0.23785442028799575,1.0917597873145968,-0.18998136353726347,0.2338916142364893,0.003962806051506451,-0.06752598082279904
start_+63d,alt_start,0.14429683348465794,0.7862348312972977,-0.18998136353726292,0.17011808873769607,-0.025821255253038133,-0.09731004212734362
univ_U1-spycore,alt_universe,0.3285648187012049,1.2909238291126897,-0.18858493510546426,0.2895605655347211,0.039004253166483815,-0.03248453370782167
lev_x0.75,leverage,0.2683381830931004,1.3096935944597679,-0.14479380660087304,0.2895605655347211,-0.02122238244162067,-0.09271116931592616
lev_x0.5,leverage,0.17680110104811742,1.3096935944597685,-0.09806012628431438,0.2895605655347211,-0.11275946448660368,-0.18424825136090917
