variant,family,total_net,sharpe,max_dd,bench,excess,d_excess
baseline,baseline,1.4761536071737544,1.3231211297861454,-0.13398185207492141,0.5727135490481898,0.9034400581255646,0.0
cost_x0.5,costs,1.490799620483953,1.3312163948607159,-0.13397667374363198,0.5727135490481898,0.9180860714357633,0.014646013310198658
cost_x2.0,costs,1.4471144430786618,1.3069044962493501,-0.13399220865598804,0.5727135490481898,0.8744008940304719,-0.029039164095092662
cost_x4.0,costs,1.3900342823311722,1.2743710550670353,-0.13861629634863515,0.5727135490481898,0.8173207332829824,-0.08611932484258222
cost_+10bps,costs,1.3342600951284478,1.2417121926238015,-0.14348090042535255,0.5727135490481898,0.761546546080258,-0.14189351204530665
param_vt-20,params,1.2229695987139935,1.2731220236633558,-0.13197862377713876,0.5727135490481898,0.6502560496658036,-0.25318400845976097
param_vt+20,params,1.5345062407535974,1.3236424170284717,-0.1386086931179169,0.5727135490481898,0.9617926917054076,0.058352633579842994
param_slb-20,params,1.4384014901144004,1.3032575601924916,-0.13287181942971338,0.5727135490481898,0.8656879410662106,-0.037752117059353996
param_slb+20,params,1.4637175838586285,1.306126872914049,-0.13559075510473229,0.5727135490481898,0.8910040348104387,-0.012436023315125944
param_cap-20,params,1.127728546495569,1.320976882681231,-0.1120899124471022,0.5727135490481898,0.5550149974473793,-0.34842506067818535
param_cap+20,params,1.4777977463841272,1.3231279750409541,-0.13410868263799636,0.5727135490481898,0.9050841973359374,0.0016441392103727637
delay_1d,signal_delay,1.5781400355356952,1.3686491956158975,-0.13437185389116246,0.5727135490481898,1.0054264864875053,0.10198642836194072
delay_2d,signal_delay,1.5888364420965444,1.3760084108549149,-0.14537877876792948,0.5727135490481898,1.0161228930483546,0.11268283492278997
delay_5d,signal_delay,1.1400786557771854,1.097224190021639,-0.14350583019141316,0.5727135490481898,0.5673651067289955,-0.33607495139656907
rshift_1d,rebal_shift,1.8611230690383738,1.4843841726074734,-0.13140965571996466,0.5727135490481898,1.288409519990184,0.38496946186461933
rshift_3d,rebal_shift,1.428097468658128,1.2822232511384748,-0.12773003859754262,0.5727135490481898,0.8553839196099382,-0.0480561385156264
exec_open,exec_timestamp,1.5084950128372037,1.341536427115436,-0.1311335350844265,0.5727135490481898,0.9357814637890138,0.03234140566344923
miss_5pct_s0,missed_trades,1.4889428878448587,1.3294829404184447,-0.1339818520749212,0.5727135490481898,0.9162293387966689,0.012789280671104297
miss_5pct_s1,missed_trades,1.4718586419038497,1.3204317526173346,-0.1339765902101262,0.5727135490481898,0.8991450928556599,-0.004294965269904694
miss_5pct_s2,missed_trades,1.468543719837744,1.3184541468830875,-0.13398185207492097,0.5727135490481898,0.8958301707895542,-0.0076098873360104236
miss_5pct_s4,missed_trades,1.5144595296472323,1.3423212820979016,-0.13398185207492108,0.5727135490481898,0.9417459805990425,0.03830592247347786
miss_5pct_s7,missed_trades,1.428429518673323,1.2914709390631605,-0.1339818520749212,0.5727135490481898,0.8557159696251331,-0.04772408850043153
miss_10pct_s0,missed_trades,1.429612288238658,1.2907667028005392,-0.1339818520749213,0.5727135490481898,0.8568987391904681,-0.0465413189350965
miss_10pct_s1,missed_trades,1.4585177963913507,1.3118288943872032,-0.13398864209208594,0.5727135490481898,0.8858042473431609,-0.017635810782403727
miss_10pct_s2,missed_trades,1.458203590416685,1.3117623651008707,-0.1339481891411275,0.5727135490481898,0.8854900413684952,-0.01795001675706942
miss_10pct_s4,missed_trades,1.4977002900530465,1.3339381910428398,-0.13398185207492108,0.5727135490481898,0.9249867410048567,0.021546682879292067
miss_10pct_s7,missed_trades,1.4563352745908618,1.310260148901618,-0.13540799327210218,0.5727135490481898,0.8836217255426719,-0.019818332582892673
lag_10pct_s0,random_lag,1.4285365805177084,1.2899893059698992,-0.1339818520749212,0.5727135490481898,0.8558230314695185,-0.04761702665604606
lag_10pct_s1,random_lag,1.4588301869023805,1.3120461436874853,-0.13398864209208616,0.5727135490481898,0.8861166378541907,-0.0173234202713739
