date,est,book,n_names,vol,ret,turnover,ret_net
2015-07-01,jse5,unconstrained,377,0.06682920414460564,0.033384938026808454,0.9456374922922016,0.032439300534516255
2015-07-01,jse5,long_only,377,0.09267886414433613,0.016589927115938468,0.20929334344400943,0.01638063377249446
2015-07-01,lw,unconstrained,377,0.06697675160873029,0.028274003147770878,2.693983071393876,0.025580020076377
2015-07-01,lw,long_only,377,0.10237343982145128,0.008378997923852091,0.35890967177088673,0.008020088252081205
2015-07-01,mp,unconstrained,377,0.06422844670289941,0.006705820756024657,0.7964291616503918,0.005909391594374265
2015-07-01,mp,long_only,377,0.09598450621844316,-0.0028762924124276644,0.20464544368420934,-0.003080937856111874
2015-08-03,sample,unconstrained,378,0.2568592916617292,-0.06067080503569651,8.025519547596545,-0.06869632458329306
2015-08-03,sample,long_only,378,0.2662496585738786,-0.07905759260258133,0.7195346964790819,-0.0797771272990604
2015-08-03,pca1,unconstrained,378,0.2125909260882717,-0.06061052803504527,0.38027483909002163,-0.06099080287413529
2015-08-03,pca1,long_only,378,0.2305630451065878,-0.07376809894826389,0.10631283054784105,-0.07387441177881172
2015-08-03,pca3,unconstrained,378,0.2141538793918506,-0.05210655942456619,0.7276307109750167,-0.052834190135541206
2015-08-03,pca3,long_only,378,0.24664318853019054,-0.07222238010920111,0.1545010395422673,-0.07237688114874338
2015-08-03,pca5,unconstrained,378,0.20746471411452125,-0.03341450426089895,0.8734035822203241,-0.034287907843119275
2015-08-03,pca5,long_only,378,0.24753861540805575,-0.06923018334777047,0.1893457612217107,-0.06941952910899217
2015-08-03,jse1,unconstrained,378,0.2148159171762902,-0.05952819280645394,0.4026025303763989,-0.059930795336830336
2015-08-03,jse1,long_only,378,0.23030613980100387,-0.07373389072590879,0.10648121291288976,-0.07384037193882168
2015-08-03,jse3,unconstrained,378,0.2128617529764464,-0.051019590895862416,0.7577848428938825,-0.0517773757387563
2015-08-03,jse3,long_only,378,0.24651453846631446,-0.07219918656161792,0.15476406073909296,-0.07235395062235701
2015-08-03,jse5,unconstrained,378,0.2062556606441849,-0.03201374907225731,0.9019669257332339,-0.03291571599799055
2015-08-03,jse5,long_only,378,0.24739159981032083,-0.0692090149169251,0.18985270608086277,-0.06939886762300597
2015-08-03,lw,unconstrained,378,0.23344904669459612,-0.05255449151938783,2.6608781829808072,-0.05521536970236864
2015-08-03,lw,long_only,378,0.26437843728825317,-0.07356452423381055,0.363172914860191,-0.07392769714867074
2015-08-03,mp,unconstrained,378,0.22536729431798375,-0.046674961837376946,0.9580380304534073,-0.04763299986783035
2015-08-03,mp,long_only,378,0.25979167664161773,-0.06628977811586761,0.22438713729492754,-0.06651416525316255
2015-09-01,sample,unconstrained,378,0.1685411164509827,-0.08518944678750973,12.916559723561459,-0.09810600651107118
2015-09-01,sample,long_only,378,0.18710629507080254,-0.0022696352380390432,1.0511477866779388,-0.003320783024716982
2015-09-01,pca1,unconstrained,378,0.1326887998938521,0.08275508775605524,0.8816464890698387,0.0818734412669854
2015-09-01,pca1,long_only,378,0.157748750830274,0.029449232191146067,0.22056530350408818,0.029228666887641978
2015-09-01,pca3,unconstrained,378,0.1319938348391962,0.0008753271182774178,2.0897059982755435,-0.001214378879998126
2015-09-01,pca3,long_only,378,0.1708843636511802,0.006233770872618399,0.38894983387553117,0.0058448210387428675
2015-09-01,pca5,unconstrained,378,0.12366149912589167,-0.00589402097500122,2.2802040069830123,-0.008174224981984233
2015-09-01,pca5,long_only,378,0.17300115251036494,0.0037845930721566046,0.4220712958639073,0.0033625217762926975
2015-09-01,jse1,unconstrained,378,0.1366058515123916,0.08692300325310232,0.9294519941186905,0.08599355125898363
2015-09-01,jse1,long_only,378,0.1575786539962338,0.029586937228497957,0.2207302942249264,0.02936620693427303
2015-09-01,jse3,unconstrained,378,0.13365241382095208,0.0007008123516231736,2.206282604902507,-0.0015054702532793333
2015-09-01,jse3,long_only,378,0.17079715398613488,0.006252364144253573,0.390524478059579,0.005861839666193995
2015-09-01,jse5,unconstrained,378,0.12381356602160119,-0.006467328861661813,2.3648100746667,-0.008832138936328513
2015-09-01,jse5,long_only,378,0.17290462107819066,0.003811055984824908,0.4224748517155763,0.0033885811331093316
2015-09-01,lw,unconstrained,378,0.13813025222246036,-0.03568665963052424,5.913400359710431,-0.041600059990234674
2015-09-01,lw,long_only,378,0.18500182438159923,-0.0018645639158270562,0.6176187749762879,-0.002482182690803344
2015-09-01,mp,unconstrained,378,0.13051239310320836,-0.02573858866944811,1.8457115015393113,-0.02758430017098742
2015-09-01,mp,long_only,378,0.18313778292997887,-0.014002185905201326,0.39857452394176385,-0.01440076042914309
2015-10-01,sample,unconstrained,380,0.16482193394527786,0.015224867937996303,12.81042898349128,0.0024144389545050233
2015-10-01,sample,long_only,380,0.12422057499548972,0.07984890756858921,1.0177040746432948,0.07883120349394591
2015-10-01,pca1,unconstrained,380,0.18761043329062796,0.02524476660678053,0.3896070067214411,0.02485515960005909
2015-10-01,pca1,long_only,380,0.1118505367834417,0.064402464018286,0.0975052815150971,0.0643049587367709
2015-10-01,pca3,unconstrained,380,0.1481108667934806,0.056126903735563845,0.8706223769340012,0.055256281358629845
2015-10-01,pca3,long_only,380,0.12195325311330414,0.07593309608358058,0.13883240704502348,0.07579426367653555
2015-10-01,pca5,unconstrained,380,0.13341582763688456,0.06780050716138628,0.896097536088333,0.06690440962529794
2015-10-01,pca5,long_only,380,0.12073970385042532,0.07818257411002719,0.145241550618245,0.07803733255940894
2015-10-01,jse1,unconstrained,380,0.19717316747610614,0.0221515366404896,0.4096121922137548,0.021741924448275843
2015-10-01,jse1,long_only,380,0.11180398824637719,0.06424465577853813,0.09781025278627249,0.06414684552575187
2015-10-01,jse3,unconstrained,380,0.1527410282522088,0.05458165773125778,0.9203519393147159,0.053661305791943066
2015-10-01,jse3,long_only,380,0.12185270966129162,0.07584772061733096,0.13952399256983367,0.07570819662476112
2015-10-01,jse5,unconstrained,380,0.13677922936267564,0.06716388170199414,0.931859579222817,0.06623202212277132
2015-10-01,jse5,long_only,380,0.12067830345755724,0.07810319887492649,0.1454400964816972,0.0779577587784448
2015-10-01,lw,unconstrained,380,0.0949072569326388,0.05333290692828102,4.678953405716541,0.04865395352256448
2015-10-01,lw,long_only,380,0.1255281333691916,0.08103125574779138,0.4482378894534609,0.08058301785833792
2015-10-01,mp,unconstrained,380,0.11902763539219377,0.060336912306809994,0.8897924490309026,0.05944711985777909
2015-10-01,mp,long_only,380,0.13381716442757685,0.07813796364786109,0.17672516181493297,0.07796123848604615
2015-11-02,sample,unconstrained,381,0.17125267550850298,-0.07085182030002202,9.330835283801953,-0.08018265558382397
2015-11-02,sample,long_only,381,0.1193317004365598,-0.005679804291674299,0.7575719509784216,-0.006437376242652721
2015-11-02,pca1,unconstrained,381,0.20250504633910027,-0.021907293918649196,0.6975365956776493,-0.022604830514326844
2015-11-02,pca1,long_only,381,0.12057875235768278,-0.0017563175185144643,0.17120972619844538,-0.0019275272447129097
2015-11-02,pca3,unconstrained,381,0.12739207130391592,-0.020273029095912845,1.4089914314892602,-0.021682020527402104
2015-11-02,pca3,long_only,381,0.11520723162527277,-0.0032419228046024415,0.23733973170939496,-0.0034792625363118364
2015-11-02,pca5,unconstrained,381,0.13372502640524578,-0.02779017049610201,1.648807139434798,-0.02943897763553681
2015-11-02,pca5,long_only,381,0.1152383074671021,-0.004538772576076882,0.2879801365081268,-0.004826752712585009
2015-11-02,jse1,unconstrained,381,0.21149390234319376,-0.02342487907953611,0.7378974714788178,-0.02416277655101493
2015-11-02,jse1,long_only,381,0.1206917362216217,-0.0018076962120882126,0.1718765451750417,-0.0019795727572632545
2015-11-02,jse3,unconstrained,381,0.13081196304979745,-0.021951226417635583,1.5137219661177117,-0.023464948383753296
2015-11-02,jse3,long_only,381,0.11520814751880737,-0.0032676417376717396,0.23771166753335607,-0.0035053534052050957
2015-11-02,jse5,unconstrained,381,0.1367558238445214,-0.029383950993032325,1.7371042270015895,-0.031121055220033916
2015-11-02,jse5,long_only,381,0.11522373716719207,-0.004557067550705188,0.2882824016802254,-0.004845349952385413
2015-11-02,lw,unconstrained,381,0.10875125914790552,-0.049755289753900575,4.319872530557604,-0.05407516228445818
2015-11-02,lw,long_only,381,0.11361390728164042,-0.008002650417323325,0.4281929595603392,-0.008430843376883665
2015-11-02,mp,unconstrained,381,0.11474379682593185,-0.04175084754293067,1.2320615708160438,-0.04298290911374672
2015-11-02,mp,long_only,381,0.11977268323274141,-0.01754106917892343,0.2602589233449064,-0.017801328102268338
2015-12-01,sample,unconstrained,381,0.19152356641595536,-0.04791295903150384,11.383912587135919,-0.05929687161863976
2015-12-01,sample,long_only,381,0.1779191642842853,-0.046643690350002084,0.9830118608432526,-0.047626702210845334
2015-12-01,pca1,unconstrained,381,0.20759170276559402,0.06828304888664628,0.4082127198503607,0.06787483616679592
2015-12-01,pca1,long_only,381,0.15976971593850678,-0.01416614470609372,0.09802548260180693,-0.014264170188695528
2015-12-01,pca3,unconstrained,381,0.13327047157960267,0.02007363034839637,1.1354361866798168,0.018938194161716552
2015-12-01,pca3,long_only,381,0.1634695562355912,-0.031986000438049,0.1754395375081795,-0.03216143997555718
2015-12-01,pca5,unconstrained,381,0.11403799622528825,0.02516406587810978,1.5540763117155105,0.02360998956639427
2015-12-01,pca5,long_only,381,0.16137826265966232,-0.032395456817221696,0.23738850650783402,-0.03263284532372953
2015-12-01,jse1,unconstrained,381,0.2172347900049596,0.07513724236051164,0.4374249641630179,0.07469981739634862
2015-12-01,jse1,long_only,381,0.15965565462844664,-0.01396297217990473,0.09817466063406134,-0.014061146840538791
2015-12-01,jse3,unconstrained,381,0.13825340137214634,0.024324148625032557,1.2213285281517248,0.023102820096880833
2015-12-01,jse3,long_only,381,0.16336478607391278,-0.03190798574481399,0.17577811178895086,-0.032083763856602936
2015-12-01,jse5,unconstrained,381,0.11764180811041686,0.028826733272852862,1.6453260667908918,0.02718140720606197
2015-12-01,jse5,long_only,381,0.16130674457508973,-0.032335396944978945,0.23777781363082634,-0.03257317475860977
2015-12-01,lw,unconstrained,381,0.1334801764658111,-0.030040878572965366,3.6480416244886635,-0.03368892019745403
2015-12-01,lw,long_only,381,0.17005049791426644,-0.048229110804219995,0.42259966955353656,-0.04865171047377353
2015-12-01,mp,unconstrained,381,0.11800595297438524,-0.011266188258360219,1.066343502269409,-0.012332531760629628
2015-12-01,mp,long_only,381,0.16101159392531106,-0.04809202586645295,0.25102034182921557,-0.04834304620828216
2016-01-04,sample,unconstrained,385,0.24509494345359267,0.11168608680949488,14.221970817629682,0.09746411599186519
2016-01-04,sample,long_only,385,0.22796338959275442,-0.033270872361160345,0.886433164722471,-0.034157305525882815
2016-01-04,pca1,unconstrained,385,0.19426461597993802,0.16830345944296518,0.669226155707597,0.16763423328725757
2016-01-04,pca1,long_only,385,0.17382920624118786,0.01796815774306791,0.16456498966114697,0.017803592753406764
2016-01-04,pca3,unconstrained,385,0.14332959075912155,0.15725096002125355,1.5600518811244624,0.1556909081401291
2016-01-04,pca3,long_only,385,0.18724083917167814,0.0021247683347122267,0.27173421873920367,0.001853034115973023
2016-01-04,pca5,unconstrained,385,0.12603862997345006,0.15754648754864142,1.519893107223083,0.15602659444141834
2016-01-04,pca5,long_only,385,0.18865102347756701,0.0005017595602180886,0.2568728169366175,0.000244886743281471
2016-01-04,jse1,unconstrained,385,0.20951778563937642,0.1815140801941606,0.7113611267775295,0.18080271906738307
2016-01-04,jse1,long_only,385,0.17363069738731937,0.0182616919727294,0.16546608147407396,0.018096225891255327
2016-01-04,jse3,unconstrained,385,0.15515110688567954,0.1712151958675356,1.6784955051514965,0.1695367003623841
2016-01-04,jse3,long_only,385,0.1870213133948219,0.0022969345262759096,0.27274196017816277,0.002024192566097747
2016-01-04,jse5,unconstrained,385,0.13583579193244466,0.1695672963876709,1.6187947358647974,0.1679485016518061
2016-01-04,jse5,long_only,385,0.18843630476371062,0.0006648521356916633,0.25750959723028727,0.000407342538461376
2016-01-04,lw,unconstrained,385,0.16587016394050585,0.08493606598252881,4.197033247114655,0.08073903273541416
2016-01-04,lw,long_only,385,0.21637076960833362,-0.019392701331862265,0.4431983370244688,-0.019835899668886735
2016-01-04,mp,unconstrained,385,0.11804517746351577,0.10536817102229953,1.1117250584494256,0.10425644596385011
2016-01-04,mp,long_only,385,0.21363211901869283,-0.009747463381980143,0.2573630635687053,-0.01000482644554885
2016-02-01,sample,unconstrained,387,0.1670170047662446,0.08269103145188417,15.174619222106445,0.06751641222977772
2016-02-01,sample,long_only,387,0.22128424582163894,0.04255986314198687,0.9741014594108168,0.04158576168257605
2016-02-01,pca1,unconstrained,387,0.27782444409883716,0.006497701817412922,0.8285215112450692,0.005669180306167853
2016-02-01,pca1,long_only,387,0.12482556265455685,0.024871769706335575,0.21115745718562995,0.024660612249149946
2016-02-01,pca3,unconstrained,387,0.23113475102495024,0.05017593149647682,1.8340838714659273,0.04834184762501089
2016-02-01,pca3,long_only,387,0.14660775592594244,0.03257693060397871,0.3004356270438803,0.03227649497693483
2016-02-01,pca5,unconstrained,387,0.22367352058692833,0.05040700654079823,1.9327786667763647,0.048474227874021864
2016-02-01,pca5,long_only,387,0.15102589767763452,0.03210635998455394,0.29882659838270503,0.03180753338617123
2016-02-01,jse1,unconstrained,387,0.29866404806965324,0.004984997477710376,0.8956214259898305,0.004089376051720546
2016-02-01,jse1,long_only,387,0.12460082296944261,0.024773237522355628,0.2130110443874047,0.02456022647796822
2016-02-01,jse3,unconstrained,387,0.24881352260982323,0.051363356778820604,1.982025497599309,0.0493813312812213
2016-02-01,jse3,long_only,387,0.14639642134552486,0.03250730106697152,0.3013865544808152,0.032205914512490705
2016-02-01,jse5,unconstrained,387,0.2410372348046967,0.051627048278330416,2.0664723293447915,0.04956057594898562
2016-02-01,jse5,long_only,387,0.1508103265492893,0.03202817489785072,0.2997973326879043,0.031728377565162814
2016-02-01,lw,unconstrained,387,0.13811506400386353,0.08474215726763251,4.695272126468495,0.08004688514116401
2016-02-01,lw,long_only,387,0.19558494945576724,0.04134453159935772,0.4463926424872886,0.04089813895687043
2016-02-01,mp,unconstrained,387,0.15241400785826784,0.06322158555321099,1.476043059321999,0.061745542493888986
2016-02-01,mp,long_only,387,0.17608433214428643,0.052374896198316666,0.310288867743432,0.052064607330573234
2016-03-01,sample,unconstrained,387,0.19379232899003182,0.014730936350998066,12.44880123476679,0.0022821351162312757
2016-03-01,sample,long_only,387,0.10825810641440488,0.05925753313928527,0.74002265007075,0.058517510489214525
2016-03-01,pca1,unconstrained,387,0.16604058187480697,0.04309013927496658,0.7204043336420394,0.04236973494132454
2016-03-01,pca1,long_only,387,0.058460738442719776,0.05631724616131708,0.16895457019410579,0.05614829159112297
2016-03-01,pca3,unconstrained,387,0.11338705842501683,-0.00028312995506046996,1.3802573990223668,-0.0016633873540828367
