date,n,p,p_over_n,psi1,psi2,psi3,psi_med,eigengap,vol_pca_unconstrained,vol_jse_unconstrained,delta_unconstrained,vol_pca_long_only,vol_jse_long_only,delta_long_only
2015-01-02,42,370,8.80952380952381,0.9801061701806576,0.9490016027103586,0.912496605394128,0.9490016027103586,0.6036871524219153,0.11693378958297249,0.11509735867039005,-0.0018364309125824402,0.15629484325307347,0.15613155464011658,-0.00016328861295689112
2015-01-02,63,370,5.873015873015873,0.9890679460118402,0.9561552625321703,0.9045031407165939,0.9561552625321703,0.7464692797154122,0.11694230719154101,0.11585925926712026,-0.001083047924420752,0.15144125451683962,0.15108293052269128,-0.0003583239941483407
2015-01-02,90,370,4.111111111111111,0.991712356907664,0.9641952771496715,0.9267223113484306,0.9641952771496715,0.7652894133942859,0.12737507811239013,0.126407017337748,-0.000968060774642121,0.15589398542524185,0.15560573465676983,-0.0002882507684720259
2015-01-02,126,370,2.9365079365079363,0.9930954361273066,0.9666970940325892,0.9404773736946624,0.9666970940325892,0.7898909597225455,0.12516962378188973,0.12467646242150152,-0.0004931613603882112,0.15329615439073693,0.15302429653300356,-0.0002718578577333708
2015-01-02,189,369,1.9523809523809523,0.9946845461488057,0.9715267468346194,0.9584671940777721,0.9715267468346194,0.8111248544544419,0.13875516129229326,0.13900373258560514,0.00024857129331187777,0.15351607807367487,0.15330773957975222,-0.00020833849392265513
2015-01-02,252,369,1.4642857142857142,0.9958524617380986,0.9725006899462914,0.9620551599917524,0.9725006899462914,0.8473910958759447,0.138526976895989,0.13851865572862734,-8.321167361657889e-06,0.15578105061942418,0.15564767083466113,-0.00013337978476304913
2015-02-02,42,371,8.833333333333334,0.9874736925825959,0.9426791284916113,0.8245709886970959,0.9426791284916113,0.7764315089866919,0.13047796009006796,0.13774939633059907,0.007271436240531115,0.09404869236855223,0.09414085680107584,9.216443252360595e-05
2015-02-02,63,371,5.888888888888889,0.9882866637026883,0.9620015303501567,0.9025035004212202,0.9620015303501567,0.6876121285876098,0.15420511039280405,0.16202479828075195,0.007819687887947901,0.09479427955759963,0.09495515654185553,0.00016087698425590324
2015-02-02,90,371,4.122222222222222,0.9926283619429448,0.9670769321274598,0.910476045252208,0.9670769321274598,0.7731866212067876,0.16150513055642637,0.1676151665479583,0.006110035991531926,0.09587641163758867,0.09601188581216258,0.00013547417457390742
2015-02-02,126,371,2.9444444444444446,0.993964553728362,0.9719431301259855,0.93367159458088,0.9719431301259855,0.7824829934298919,0.11785531394633313,0.12170732703776072,0.003852013091427589,0.08804096291579333,0.08808470441285834,4.374149706501407e-05
