date,est,n_names,n_basket,te,turnover
2016-01-04,jse1,388,78,0.034966279868085905,1.6244137867105104
2016-01-04,jse3,388,78,0.029978920465596557,1.6356505846290017
2016-01-04,jse5,388,78,0.028905277476141605,1.6591915925427556
2016-01-04,lw,388,78,0.028693536502000055,1.7143130321903317
2016-01-04,mp,388,78,0.026865713088378585,1.6871827139820037
2016-02-01,sample,391,79,0.061151421373324966,1.9585632647914686
2016-02-01,pca1,391,79,0.03638328382124418,1.677707214436022
2016-02-01,pca3,391,79,0.03662203387133466,1.6825493807034169
2016-02-01,pca5,391,79,0.03669854324869022,1.7028001915660724
2016-02-01,jse1,391,79,0.036610246451635256,1.6780817993857864
2016-02-01,jse3,391,79,0.0367130626675134,1.6825343089453562
2016-02-01,jse5,391,79,0.03676397494619127,1.7028420811105394
2016-02-01,lw,391,79,0.03897807436959505,1.7136261937944819
2016-02-01,mp,391,79,0.04132705229086964,1.653227507137295
2016-03-01,sample,392,79,0.02771087368085215,1.9378688445948726
2016-03-01,pca1,392,79,0.022744598932877256,1.5840789251969245
2016-03-01,pca3,392,79,0.021421843285490877,1.6359570773673688
2016-03-01,pca5,392,79,0.021509471248367208,1.646919737163055
2016-03-01,jse1,392,79,0.02275013964047188,1.583612484666988
2016-03-01,jse3,392,79,0.02139948496095267,1.6357602574246533
2016-03-01,jse5,392,79,0.021492429703178512,1.6467653395376067
2016-03-01,lw,392,79,0.02340645749190528,1.7364860619410498
2016-03-01,mp,392,79,0.021304556860156386,1.61446224280053
2016-04-01,sample,395,79,0.035301952647615535,1.9999999999999998
2016-04-01,pca1,395,79,0.016376883826246177,1.7722416992426835
2016-04-01,pca3,395,79,0.015230394897949123,1.789781814458025
2016-04-01,pca5,395,79,0.017441890834569363,1.786536680328581
2016-04-01,jse1,395,79,0.01643818261829954,1.7723960819653373
2016-04-01,jse3,395,79,0.015268884053288327,1.7898757611597467
2016-04-01,jse5,395,79,0.01748052380486684,1.786556727728775
2016-04-01,lw,395,79,0.013599324502332389,1.8668824851532788
2016-04-01,mp,395,79,0.015065539214101767,1.8400827840029121
2016-05-02,sample,395,79,0.03770805863074343,1.4731076029018852
2016-05-02,pca1,395,79,0.019772437109650508,0.27140719740504415
2016-05-02,pca3,395,79,0.019164301234420193,0.2783507905185136
2016-05-02,pca5,395,79,0.015929636135575048,0.3475690020269627
2016-05-02,jse1,395,79,0.019731961231808794,0.2712129238026912
2016-05-02,jse3,395,79,0.019143556516426772,0.27827304893229726
2016-05-02,jse5,395,79,0.015925571154158817,0.34733533873805067
2016-05-02,lw,395,79,0.016800104628818032,0.32104828416458886
2016-05-02,mp,395,79,0.01670220827729143,0.15526269091592357
2016-06-01,sample,399,80,0.02617375705854605,1.931330604847167
2016-06-01,pca1,399,80,0.014269891704692861,1.858811462071753
2016-06-01,pca3,399,80,0.01564386899796832,1.8547693272479882
2016-06-01,pca5,399,80,0.014750545382891403,1.8656425179365779
2016-06-01,jse1,399,80,0.014299672582486163,1.8588828256257468
2016-06-01,jse3,399,80,0.015693023094689056,1.8547398967933353
2016-06-01,jse5,399,80,0.014785350860980056,1.8656321288896718
2016-06-01,lw,399,80,0.01854016991699368,1.9050227377575113
2016-06-01,mp,399,80,0.017245265733514127,1.908330203659231
2016-07-01,sample,402,81,0.039655870946345956,1.93265923846467
2016-07-01,pca1,402,81,0.024401910182336048,1.6843900819270679
2016-07-01,pca3,402,81,0.024159282835321358,1.7169778211815578
2016-07-01,pca5,402,81,0.02192792467292963,1.7463746940423066
2016-07-01,jse1,402,81,0.02440222044564064,1.6844110857896502
2016-07-01,jse3,402,81,0.02415917048794465,1.7168036768814696
2016-07-01,jse5,402,81,0.0219288523950448,1.7463151514647843
2016-07-01,lw,402,81,0.019889672435526147,1.7688725058540937
2016-07-01,mp,402,81,0.01973299329262474,1.7386730859413282
2016-08-01,sample,402,81,0.030431720608744436,1.5861341450685595
2016-08-01,pca1,402,81,0.024710652127668972,0.1798462669074639
2016-08-01,pca3,402,81,0.02489552107956811,0.202096547588423
2016-08-01,pca5,402,81,0.02581215007934853,0.3947386351528691
2016-08-01,jse1,402,81,0.024712784601671315,0.17983740597257505
2016-08-01,jse3,402,81,0.02489466929143277,0.20204325836794704
2016-08-01,jse5,402,81,0.025812386985450117,0.394483115800006
2016-08-01,lw,402,81,0.023157228992238474,0.30683919612905874
2016-08-01,mp,402,81,0.02021544234841045,0.18244747205402698
2016-09-01,sample,402,81,0.028324905830485195,1.5751809510355064
2016-09-01,pca1,402,81,0.020973476569616557,0.15408497036176186
2016-09-01,pca3,402,81,0.020328065852402995,0.30142899673003354
2016-09-01,pca5,402,81,0.018705842740730245,0.3045397767442681
2016-09-01,jse1,402,81,0.02096954015294121,0.15408273943689726
2016-09-01,jse3,402,81,0.020332035871687172,0.3002199589771998
2016-09-01,jse5,402,81,0.018702007820448927,0.3042622339287145
2016-09-01,lw,402,81,0.017918371126142862,0.33860992814431967
2016-09-01,mp,402,81,0.019717063572795363,0.1421739620772155
2016-10-03,sample,407,82,0.030428867482788134,1.717311395437224
2016-10-03,pca1,407,82,0.028112214819549765,0.9221136342317476
2016-10-03,pca3,407,82,0.02739378783858519,0.9736103622931024
2016-10-03,pca5,407,82,0.028029261244931762,1.0135570672614194
2016-10-03,jse1,407,82,0.02802770726101126,0.9200087464426202
2016-10-03,jse3,407,82,0.027406014144667763,0.9713126582294178
2016-10-03,jse5,407,82,0.028029813186247636,1.0137042156519116
2016-10-03,lw,407,82,0.027830555080550885,1.0797494622659085
2016-10-03,mp,407,82,0.024559400730425316,0.9687801052236278
2016-11-01,sample,407,82,0.03758701531655606,1.0765983739128795
2016-11-01,pca1,407,82,0.025116085090249506,0.3035252723165067
2016-11-01,pca3,407,82,0.024765185116025136,0.3077123992853942
2016-11-01,pca5,407,82,0.024665979583639464,0.3767460711379224
2016-11-01,jse1,407,82,0.0247504716343728,0.294563035141867
2016-11-01,jse3,407,82,0.024247594973514093,0.30747613326027307
2016-11-01,jse5,407,82,0.02421660130928428,0.37397435327137035
2016-11-01,lw,407,82,0.026392446814481187,0.3972681466483088
2016-11-01,mp,407,82,0.027918439142431428,0.1637787180213755
2016-12-01,sample,407,82,0.025917273220329676,1.4784060134383827
2016-12-01,pca1,407,82,0.022383812618149628,0.29138350210815755
2016-12-01,pca3,407,82,0.020447153815506883,0.21788569548154998
2016-12-01,pca5,407,82,0.0208287464662855,0.23480390649202235
2016-12-01,jse1,407,82,0.022473107528283933,0.276978085830377
2016-12-01,jse3,407,82,0.020575465897897556,0.2139439793488759
2016-12-01,jse5,407,82,0.02092838208833445,0.2306752040812387
2016-12-01,lw,407,82,0.0203734244835643,0.37551356598208757
2016-12-01,mp,407,82,0.018765538080718305,0.08822335796842928
2017-01-03,sample,408,82,0.047352864341092364,1.6206352840458886
2017-01-03,pca1,408,82,0.026427368727186182,1.3580627881192475
2017-01-03,pca3,408,82,0.02655982384523293,1.3610438310173847
2017-01-03,pca5,408,82,0.02526185131580437,1.3796795900085561
2017-01-03,jse1,408,82,0.026424865069646482,1.355212595599428
2017-01-03,jse3,408,82,0.02655749825853315,1.3595520984804386
2017-01-03,jse5,408,82,0.025258680867414177,1.378846831197431
2017-01-03,lw,408,82,0.022660239429087965,1.4818086219452415
2017-01-03,mp,408,82,0.024774551943762775,1.381248014649656
2017-02-01,sample,409,82,0.025715588296717336,1.5107306180644609
2017-02-01,pca1,409,82,0.022909694372620068,1.0932088347416165
2017-02-01,pca3,409,82,0.02329137311685066,1.1756765483840799
2017-02-01,pca5,409,82,0.023880237706444544,1.17271081566043
2017-02-01,jse1,409,82,0.022905001649020713,1.0931526499328312
2017-02-01,jse3,409,82,0.02326924903001146,1.1749549830524753
2017-02-01,jse5,409,82,0.023876057342749238,1.1723274433974373
2017-02-01,lw,409,82,0.02290686559694692,1.2136047156301935
2017-02-01,mp,409,82,0.02397655800926206,1.1395569871065525
2017-03-01,sample,410,82,0.023077264195592754,1.8649469868305695
2017-03-01,pca1,410,82,0.01643419425447024,1.656605787264016
2017-03-01,pca3,410,82,0.01621340407733113,1.6820483202765024
2017-03-01,pca5,410,82,0.015020083928089808,1.7079296954667273
2017-03-01,jse1,410,82,0.0164276339629633,1.6565551904838887
2017-03-01,jse3,410,82,0.01621482395247406,1.6817496576782116
2017-03-01,jse5,410,82,0.015015883497304445,1.7079467460206037
2017-03-01,lw,410,82,0.014828941980210786,1.7149827488661311
2017-03-01,mp,410,82,0.014549501042082094,1.6847045495729271
2017-04-03,sample,413,83,0.03183611872654775,1.9416493779476418
2017-04-03,pca1,413,83,0.017673171964025437,1.8443736420790273
2017-04-03,pca3,413,83,0.020052206462409784,1.8583054188808497
2017-04-03,pca5,413,83,0.01803228500174444,1.8644471917888321
2017-04-03,jse1,413,83,0.017638960554706776,1.844316063742312
2017-04-03,jse3,413,83,0.020003279862241603,1.8582350794654958
2017-04-03,jse5,413,83,0.017991589477881785,1.8643986817863663
2017-04-03,lw,413,83,0.02008673241638308,1.8672809083709323
2017-04-03,mp,413,83,0.02034930883992037,1.8509358342324682
2017-05-01,sample,415,83,0.027174336366616814,1.8014331982200955
2017-05-01,pca1,415,83,0.024375872024943974,1.4004015301862625
2017-05-01,pca3,415,83,0.023805205841485596,1.3971475910173536
2017-05-01,pca5,415,83,0.02159941984224028,1.4356732293764507
2017-05-01,jse1,415,83,0.024353190568348768,1.400086187799318
2017-05-01,jse3,415,83,0.023789962936837893,1.3969016712735194
2017-05-01,jse5,415,83,0.021602998965389985,1.435430535369826
2017-05-01,lw,415,83,0.02230998812195736,1.4751265285685449
2017-05-01,mp,415,83,0.019264794528067262,1.4368101497402848
2017-06-01,sample,414,83,0.028092727080663866,1.8650048768786338
2017-06-01,pca1,414,83,0.014580352826438752,1.5763356094528964
2017-06-01,pca3,414,83,0.016134097678918196,1.5794333580463888
2017-06-01,pca5,414,83,0.014379471340125552,1.6173526091703923
2017-06-01,jse1,414,83,0.0145463387698468,1.5765341869814868
2017-06-01,jse3,414,83,0.01607330031451595,1.5795232668252317
2017-06-01,jse5,414,83,0.014345167814331294,1.6173545836808163
2017-06-01,lw,414,83,0.011948836353376983,1.6336757445653403
2017-06-01,mp,414,83,0.011964770282232544,1.592681055751144
2017-07-03,sample,414,83,0.032873260696157085,1.7717431509474948
2017-07-03,pca1,414,83,0.025210335271931686,1.6102884902409593
2017-07-03,pca3,414,83,0.02357672864725579,1.6222282313641334
2017-07-03,pca5,414,83,0.025132010248062702,1.642777105485522
2017-07-03,jse1,414,83,0.025205972383379904,1.6087653457755895
2017-07-03,jse3,414,83,0.023585017079483087,1.6214546182439389
2017-07-03,jse5,414,83,0.02513060820345566,1.6423587316391206
2017-07-03,lw,414,83,0.0267307889002362,1.6579046386485203
2017-07-03,mp,414,83,0.02420512913042805,1.6319185011987836
2017-08-01,sample,415,83,0.03838826875994933,1.8047648283349667
2017-08-01,pca1,415,83,0.020942540644948777,0.8547311389478869
2017-08-01,pca3,415,83,0.01887003867731935,0.884006863171179
2017-08-01,pca5,415,83,0.01985278514855605,0.906352451985264
2017-08-01,jse1,415,83,0.0213297109861699,0.8534429045444579
2017-08-01,jse3,415,83,0.019035430233213777,0.8838224273901827
2017-08-01,jse5,415,83,0.02000471406215658,0.9055569060366037
2017-08-01,lw,415,83,0.022004298588936013,0.9806591839971841
2017-08-01,mp,415,83,0.019968117776212997,0.7848832861053794
2017-09-01,sample,413,83,0.0292720610640385,1.9026201228831683
2017-09-01,pca1,413,83,0.023987494057052233,1.8096716085313698
2017-09-01,pca3,413,83,0.022412076518880605,1.8327316352903023
2017-09-01,pca5,413,83,0.02128233426852491,1.835562937151241
2017-09-01,jse1,413,83,0.02389526231829227,1.8087977840504994
2017-09-01,jse3,413,83,0.022416550499410024,1.8316309984480357
2017-09-01,jse5,413,83,0.021203561098987713,1.8350926495529212
2017-09-01,lw,413,83,0.01996724562321868,1.8321341850260482
2017-09-01,mp,413,83,0.02155614393231891,1.827291381943608
2017-10-02,sample,413,83,0.020765236970207806,1.286741913994333
2017-10-02,pca1,413,83,0.019225029336378797,0.4207381515150582
2017-10-02,pca3,413,83,0.017122224384923636,0.4208953819459589
2017-10-02,pca5,413,83,0.01670270494522499,0.43871570814320926
2017-10-02,jse1,413,83,0.01908524324462834,0.4211370531911206
2017-10-02,jse3,413,83,0.016980067371199718,0.419038555438738
2017-10-02,jse5,413,83,0.01656604448334682,0.4392890651664676
2017-10-02,lw,413,83,0.014436413563819752,0.4601342914593737
2017-10-02,mp,413,83,0.01837283067763713,0.342523754480154
2017-11-01,sample,415,83,0.03124539694751847,1.7696063614367907
2017-11-01,pca1,415,83,0.02951428724955554,1.6799151143420892
2017-11-01,pca3,415,83,0.023705403350722888,1.7097602098938238
2017-11-01,pca5,415,83,0.026144022273985195,1.6866360343622184
2017-11-01,jse1,415,83,0.029508074761268804,1.6805678363810945
2017-11-01,jse3,415,83,0.02368858418755727,1.709655330941013
2017-11-01,jse5,415,83,0.02610184499132027,1.6871183006091224
2017-11-01,lw,415,83,0.025618766594564094,1.723396494215694
2017-11-01,mp,415,83,0.025875170857500282,1.7286502592900175
2017-12-01,sample,415,83,0.02660841839166132,1.3203958694778286
2017-12-01,pca1,415,83,0.025275960189472164,0.26820267565626427
2017-12-01,pca3,415,83,0.02557459300231308,0.21396808001007103
2017-12-01,pca5,415,83,0.02419785800232443,0.3132296891392035
2017-12-01,jse1,415,83,0.025289257523927352,0.2671838785133755
2017-12-01,jse3,415,83,0.025553776409000063,0.2128245160507926
2017-12-01,jse5,415,83,0.02419797754665252,0.31228896440928366
2017-12-01,lw,415,83,0.021393848615991647,0.20308556989028742
2017-12-01,mp,415,83,0.020703119482067177,0.1841890941965795
2018-01-02,sample,419,84,0.03607154039372483,1.9066863999932282
2018-01-02,pca1,419,84,0.026251362018233387,1.8015690630407601
2018-01-02,pca3,419,84,0.024618336442243635,1.8238865804052473
2018-01-02,pca5,419,84,0.023917498187081453,1.8334014646760592
2018-01-02,jse1,419,84,0.026243036531101695,1.8016134845533398
2018-01-02,jse3,419,84,0.024586766320291362,1.8235651440159342
2018-01-02,jse5,419,84,0.023893142376663373,1.8331997556694337
2018-01-02,lw,419,84,0.021648933985259675,1.8512162317646124
2018-01-02,mp,419,84,0.022712772787178072,1.8390683423903207
2018-02-01,sample,420,84,0.022389565947361967,1.5012514811906663
2018-02-01,pca1,420,84,0.017167968119558685,1.2706354886704583
2018-02-01,pca3,420,84,0.01744435838907041,1.253571390121793
2018-02-01,pca5,420,84,0.014934767388520837,1.3037253017120967
2018-02-01,jse1,420,84,0.017084473431274547,1.2678514129082914
2018-02-01,jse3,420,84,0.017301376472311558,1.2526411655257073
2018-02-01,jse5,420,84,0.014997796079087017,1.3019002040590237
2018-02-01,lw,420,84,0.01927786581931175,1.2295517377747618
2018-02-01,mp,420,84,0.017798436349213513,1.2384806352915088
2018-03-01,sample,420,84,0.036099460979941496,1.3134442050407078
2018-03-01,pca1,420,84,0.02430689116138705,0.22417075484698543
2018-03-01,pca3,420,84,0.024602905661250753,0.23979138267219638
2018-03-01,pca5,420,84,0.02442558948403141,0.2773682338962987
2018-03-01,jse1,420,84,0.024102805799883893,0.22016750140009383
2018-03-01,jse3,420,84,0.024533169802434567,0.23837161987577957
2018-03-01,jse5,420,84,0.02431982618069694,0.2753607098057013
2018-03-01,lw,420,84,0.023602390146061216,0.27583629277084515
2018-03-01,mp,420,84,0.022632308239748072,0.2259627440055251
2018-04-02,sample,423,85,0.03685209011113968,1.8902367542402607
2018-04-02,pca1,423,85,0.01831200190628667,1.5293200636996405
2018-04-02,pca3,423,85,0.018397500564671206,1.5481968029925435
2018-04-02,pca5,423,85,0.019956490991998133,1.5938114600273328
2018-04-02,jse1,423,85,0.01830435099281481,1.5283826951677764
2018-04-02,jse3,423,85,0.018460208574328486,1.5479853514111963
2018-04-02,jse5,423,85,0.02000045484100514,1.593318275137886
2018-04-02,lw,423,85,0.0163040560643182,1.6849371358195653
2018-04-02,mp,423,85,0.02137452018924551,1.5891666174745542
2018-05-01,sample,423,85,0.03848061949977193,1.4738084543503802
2018-05-01,pca1,423,85,0.024710528756062604,0.8564386166010753
2018-05-01,pca3,423,85,0.025404987844527285,0.9708848593018372
2018-05-01,pca5,423,85,0.025987846972966997,0.9388936150313603
2018-05-01,jse1,423,85,0.024708325431253522,0.8562834366595848
2018-05-01,jse3,423,85,0.025402085922365352,0.9704579150710028
2018-05-01,jse5,423,85,0.02598529586430393,0.9385299920227514
2018-05-01,lw,423,85,0.023845248258407753,1.0719324174665839
2018-05-01,mp,423,85,0.022436731884195225,0.8773988805733074
2018-06-01,sample,422,85,0.023422638199529545,1.89689017496978
2018-06-01,pca1,422,85,0.020416464243418607,1.4843720611506912
2018-06-01,pca3,422,85,0.01946116085162679,1.5157427544318376
2018-06-01,pca5,422,85,0.022990574285802,1.5426935887629596
2018-06-01,jse1,422,85,0.02041556194738068,1.4843983423905378
2018-06-01,jse3,422,85,0.019454327791088584,1.515697692024434
2018-06-01,jse5,422,85,0.02298313202976133,1.5426499025866003
2018-06-01,lw,422,85,0.02299988302113103,1.6529598903047802
2018-06-01,mp,422,85,0.02214620090317355,1.5919472820383218
2018-07-02,sample,420,84,0.036314135482493785,1.8129637002523111
2018-07-02,pca1,420,84,0.028976069557536538,1.2490518831570467
2018-07-02,pca3,420,84,0.027802766266111306,1.2957912733802877
2018-07-02,pca5,420,84,0.02708571290106565,1.317385512709035
2018-07-02,jse1,420,84,0.028902551901233968,1.248524899219142
2018-07-02,jse3,420,84,0.02775877325032323,1.2946263115570202
2018-07-02,jse5,420,84,0.027055310393006415,1.3169908461719548
2018-07-02,lw,420,84,0.021495593124852632,1.4684141472542842
2018-07-02,mp,420,84,0.020879917207547623,1.3533904757463617
2018-08-01,sample,420,84,0.03460150856922372,1.3361617088103874
2018-08-01,pca1,420,84,0.018385161952208903,0.2492251536162005
2018-08-01,pca3,420,84,0.019315497657120845,0.2684481371469781
2018-08-01,pca5,420,84,0.01924185315066065,0.27189494705235356
2018-08-01,jse1,420,84,0.018377388133387372,0.24746722018999967
2018-08-01,jse3,420,84,0.019317748425626138,0.26669248365150294
2018-08-01,jse5,420,84,0.019241715920215174,0.27061129060342
2018-08-01,lw,420,84,0.015444919980741247,0.2780151270598958
2018-08-01,mp,420,84,0.015874193368312046,0.19555674688740146
2018-09-04,sample,421,85,0.019998981819457962,1.9566481079606244
2018-09-04,pca1,421,85,0.019968895033155364,1.7506732197465493
2018-09-04,pca3,421,85,0.01811230251270694,1.7708857108172125
2018-09-04,pca5,421,85,0.017844300783474362,1.7881040273935653
2018-09-04,jse1,421,85,0.019977648285578794,1.750585793561125
2018-09-04,jse3,421,85,0.018121303104224894,1.7708761974150975
2018-09-04,jse5,421,85,0.017852372204613817,1.7880849216283017
2018-09-04,lw,421,85,0.01823900004246795,1.8359104628037648
2018-09-04,mp,421,85,0.016998737240234294,1.8266147579004728
2018-10-01,sample,421,85,0.032879889640104985,1.7284284934574936
2018-10-01,pca1,421,85,0.033752267470669575,1.4164242693449567
2018-10-01,pca3,421,85,0.03698556274523793,1.442890534715376
2018-10-01,pca5,421,85,0.036236087255296756,1.478783332407803
2018-10-01,jse1,421,85,0.03375061095354349,1.4164843395683908
2018-10-01,jse3,421,85,0.03698244125487866,1.442951420016709
2018-10-01,jse5,421,85,0.036248705853371796,1.478736460178689
2018-10-01,lw,421,85,0.03109776959849948,1.5432556580291448
2018-10-01,mp,421,85,0.03104363158244368,1.4776207189828185
2018-11-01,sample,421,85,0.03840594492764645,1.412967600137185
2018-11-01,pca1,421,85,0.021462414197767975,0.32509993989832653
2018-11-01,pca3,421,85,0.022247385099615682,0.38195168786577605
2018-11-01,pca5,421,85,0.024302193391389927,0.47595610765170004
2018-11-01,jse1,421,85,0.021443305439309005,0.32482407147737447
2018-11-01,jse3,421,85,0.022221511577128122,0.3814913664872792
2018-11-01,jse5,421,85,0.02429217589354207,0.47542611418133396
2018-11-01,lw,421,85,0.02894215511828646,0.4669799615499489
2018-11-01,mp,421,85,0.02665514142565877,0.3257664552063878
2018-12-03,sample,424,85,0.052363177135674274,2.0
2018-12-03,pca1,424,85,0.017829940758271642,1.8956690418235458
2018-12-03,pca3,424,85,0.01751283209215142,1.9065291331417051
2018-12-03,pca5,424,85,0.01574336568206463,1.915085543646495
2018-12-03,jse1,424,85,0.01789991083222146,1.8957170353178514
2018-12-03,jse3,424,85,0.017617735669449006,1.9064820440207044
2018-12-03,jse5,424,85,0.01579590603688946,1.915048661998466
2018-12-03,lw,424,85,0.01673504215124107,1.9064741731430033
