uni,n,k,date,p,rot_spread,V_full,V_lw,V_pf0.5,V_pf1.0,V_pf2.0,V_uni
large,63,5,2020-08-03,486,0.6020021454803741,0.086549242844387,0.08118114402546776,0.07404526668725173,0.07207171279961146,0.06895253278667485,0.0702515369738412
large,63,5,2020-09-01,486,0.4973633084278424,0.14918300133022852,0.16231503749998447,0.18221840903846845,0.192842145027397,0.20202365719436355,0.2168057665554639
large,63,5,2020-10-01,486,0.35158661263357993,0.11917907676438762,0.12795650295594327,0.1519617676004933,0.16596513897505402,0.17984498560735374,0.18620129326953067
large,63,5,2020-11-02,486,0.4613575130091911,0.20540618539305422,0.1086208774884184,0.12195259736850932,0.12613185249522857,0.1434719616469909,0.1691460600795182
large,63,5,2020-12-01,486,0.4350225255548738,0.08977748706079533,0.09749841406637344,0.09617416132291393,0.09750710698617927,0.09935208319979925,0.10328498094811742
large,63,5,2021-01-04,487,0.574507136771409,0.11598062539785142,0.09458975473219336,0.13093363162236632,0.14173080770617197,0.15033034197639403,0.16323359034108212
large,63,5,2021-02-01,487,0.5765483848249688,0.11459200665740218,0.11291664947707691,0.11967414188085237,0.1264588706048653,0.13320124713005854,0.14559414337886972
large,63,5,2021-03-01,487,0.39654811292727815,0.12937335158162971,0.12111983733126878,0.12175813291217111,0.1259914143187,0.1309281112401711,0.1410202699283806
large,63,5,2021-04-01,489,0.28809333914512714,0.06110800100824274,0.06339986358002463,0.06856521099621281,0.073744529421493,0.07857175674907282,0.07949106170064939
large,63,5,2021-05-03,489,0.2609174938537419,0.09163252199414659,0.09646977831511942,0.11206446044278545,0.12002373371036534,0.1282591006732979,0.12818788010394655
large,63,5,2021-06-01,490,0.21490264298539785,0.10216113894698792,0.0899755029817315,0.10076387401821263,0.10236742923126359,0.10481864779488778,0.10405683557033926
large,63,5,2021-07-01,490,0.32234820909796147,0.08012836888319205,0.09450407530827055,0.09734555511183327,0.10713738201992935,0.11801925605956443,0.12184140264822566
large,63,5,2021-08-02,492,0.27520965921714646,0.08915117266345766,0.0801035683682196,0.06529583401898462,0.06437160427758518,0.06515301398921136,0.07306562767282024
large,63,5,2021-09-01,492,0.4842480014852555,0.0921203208140645,0.10692045575563736,0.10887515305297535,0.11208199974698485,0.11510246240680982,0.12747107305554692
large,63,5,2021-10-01,492,0.29376050018903266,0.0683677902192061,0.07094055089145605,0.08688902542907717,0.09456581380581333,0.10086164637046807,0.09845586921330608
large,63,5,2021-11-01,493,0.3471088816705616,0.12240194046660686,0.1146611575217916,0.12082774442006076,0.12426888461396891,0.12798312608432313,0.13519260464216792
large,63,5,2021-12-01,493,0.5087426910957147,0.06551494142505578,0.0770321394392093,0.10885409848733263,0.11937428608974293,0.12731553161465525,0.1444781935806878
large,63,5,2022-01-03,493,0.44307901618303425,0.13432719352949432,0.11985179909314723,0.13053454093926303,0.13615133021502696,0.14323887282315434,0.16359066065017014
large,63,5,2022-02-01,493,0.546451319726254,0.14496685693502226,0.14911211721496473,0.157451862286109,0.1675722246574395,0.17739721864243063,0.20195976776441685
large,63,5,2022-03-01,493,0.392619343965907,0.14301789621968308,0.14311338304868515,0.13115763267450484,0.1376039044382522,0.14743707104125903,0.17934331797239098
large,63,5,2022-04-01,493,0.44798845799744147,0.1537957094338647,0.15080975312980774,0.17138273742015378,0.17744712922501898,0.18221547192667187,0.19485529660540254
large,63,5,2022-05-02,494,0.3484790554784749,0.15269863971992023,0.1349953797381249,0.20521565684401505,0.2178251474078447,0.2275054908886286,0.265481091727654
large,63,5,2022-06-01,494,0.40818667131387487,0.23264928659436773,0.18563758293841698,0.2054872463601999,0.21124104974443803,0.22068463118327977,0.25717870848984714
large,63,5,2022-07-01,494,0.3649271374752891,0.1098196682763639,0.11172945291357397,0.14242231095800204,0.14384327505237385,0.143643115766574,0.1526787872585895
large,63,5,2022-08-01,494,0.33927504775472395,0.11372645305752098,0.1254764306373388,0.12585727663667948,0.13123073915654243,0.13669370494484812,0.15678197952523193
large,63,5,2022-09-01,494,0.4022921555554298,0.15356929426737706,0.15915053235432006,0.1948522081509364,0.20634486928544887,0.217614289139373,0.24522573063639486
large,63,5,2022-10-03,494,0.4858016971659602,0.13146037344649525,0.1353527040232108,0.2034089677372637,0.21684779770530577,0.2271051160914274,0.25812205114556785
large,63,5,2022-11-01,494,0.5342422339194219,0.17568324637667307,0.14448997001804834,0.14958713194432152,0.16373186755640973,0.17902073089093026,0.25820954019182996
large,63,5,2022-12-01,494,0.4434574302496138,0.1113230065572903,0.09519691328497963,0.11016982550337669,0.116770939623105,0.12466193234457792,0.15636134903615445
large,63,5,2023-01-03,494,0.41893356018115446,0.1376441539582511,0.1288480561017963,0.12187135510722122,0.1272211474432962,0.13384858196786503,0.15090935416251502
large,63,5,2023-02-01,494,0.4707033961346256,0.10928959305356416,0.10523201707054435,0.09817002824881073,0.09719673242352087,0.09612402163083701,0.10579432983391371
large,63,5,2023-03-01,494,0.42892349202173735,0.13269204561560852,0.13966829980560078,0.17205024085956416,0.18007403404045103,0.18695319018461745,0.19549400029218142
large,63,5,2023-04-03,495,0.45028246630611374,0.08398530608811168,0.08805222872066192,0.08370508262184244,0.0900279401215482,0.09631097672852018,0.11107652410332862
large,63,5,2023-05-01,495,0.4339429360752081,0.08903858001351406,0.09110801622277781,0.07520126584829995,0.08356388651593494,0.09454136211999639,0.1152266394815403
large,63,5,2023-06-01,495,0.5764812529703506,0.11877073002953238,0.09326699487481067,0.08812390750175352,0.0924665472318117,0.09735717426757722,0.1116789988057796
large,63,5,2023-07-03,495,0.35198908288240127,0.07431234520824857,0.07226179656496766,0.06792906550695423,0.06874357574469099,0.07084573592794334,0.07685738073749453
large,63,5,2023-08-01,495,0.359222304366171,0.08098490930528562,0.08565474717350807,0.08869472390160468,0.09214714312031737,0.09496878754776986,0.10036259972167767
large,63,5,2023-09-01,496,0.4924653944076114,0.08447846469944682,0.08387296234682755,0.09612309446978902,0.100642578047561,0.10449455238744382,0.10735724388618365
large,63,5,2023-10-02,496,0.5945991884769191,0.11571395063690783,0.10858541395307142,0.12267088911405667,0.1289084304920088,0.1341642230668921,0.14518507229939404
large,63,5,2023-11-01,496,0.6602974112103254,0.09844579002214221,0.07905773798907319,0.0891503725311916,0.1073674547973839,0.1198787349692979,0.144286157053967
large,63,5,2023-12-01,496,0.5877006944083191,0.1193769351052048,0.09966106673573256,0.09750660700421376,0.09664773606775952,0.09849392901742123,0.12062582560555417
large,63,5,2024-01-02,496,0.5396026776233923,0.09558520599610948,0.08627431932485312,0.07840863969993958,0.08109346523702213,0.08508413792285248,0.10788371566139897
large,63,5,2024-02-01,497,0.6087850068815668,0.06578197201784064,0.08182429792548578,0.06967651612674464,0.07517835037232895,0.08170010736914173,0.10657312122134072
large,63,5,2024-03-01,497,0.6036301850766024,0.059496005546139305,0.07001387726222905,0.06958701257862322,0.07324331373726213,0.07697877324421791,0.09020586240691326
large,63,5,2024-04-01,497,0.4552208258916214,0.09337596105304607,0.08134703036448658,0.08995214787487613,0.0979657561442265,0.10667891921935843,0.11172296632561755
large,63,5,2024-05-01,497,0.5718119538272383,0.09442355271090291,0.08867457421565024,0.09738710063014981,0.09948519464843342,0.10176486206350664,0.10464574546056082
large,63,5,2024-06-03,497,0.545606741508871,0.08207919423277509,0.06308755465464486,0.05736994852318449,0.06274570058961856,0.06743057652186962,0.07025081293745532
large,63,5,2024-07-01,499,0.4976654739743885,0.07893939102231207,0.06321805839741404,0.09061788223436532,0.10362286866382951,0.11383948640852566,0.11843276110414913
large,63,5,2024-08-01,499,0.541197987928682,0.11463253275946436,0.13064323963005786,0.1448104112110122,0.15512460693770105,0.1648951659041508,0.1734813506971682
large,63,5,2024-09-03,499,0.6007818117582193,0.09093632125712565,0.08510372399155737,0.07582081007588995,0.07780735627610166,0.08149942676921694,0.09354461513776417
large,63,5,2024-10-01,499,0.6052274323501593,0.07104807564106819,0.06804097026950373,0.07654099847601721,0.08039523117304447,0.08345204844802696,0.08744148971033737
large,63,5,2024-11-01,499,0.6881594196168129,0.09049254292769118,0.10810309718046225,0.09430345164557216,0.10143995378798668,0.10748979605527574,0.12118597795064168
large,63,5,2024-12-02,499,0.5427274835452935,0.08234305123775608,0.0904094920461742,0.11099172723861374,0.11616817002505679,0.12093723102940039,0.12665355702677394
large,63,5,2025-01-02,499,0.5213368422724008,0.10528474606227865,0.08174327163856421,0.11202261090601041,0.11623436311502523,0.1177303477064288,0.11557752756563469
large,63,5,2025-02-03,499,0.27737052367574916,0.09780545021636679,0.10099818855154138,0.0873753184460324,0.08960568290554143,0.09229756707158872,0.09883317579238067
large,63,5,2025-03-03,499,0.5299757489052552,0.1137842128337174,0.11375082159768023,0.14664502193753937,0.15555564350297627,0.1636418675894483,0.17244946393646216
large,63,5,2025-04-01,499,0.551188320162157,0.27370827824082233,0.2694889908285877,0.3583991803002922,0.38398148542352356,0.4070495030740202,0.440983884382179
large,63,5,2025-05-01,499,0.5431895906122423,0.15325013722790484,0.13823781630828338,0.13718574920659796,0.13443960531012034,0.13339869203213417,0.15012334226854207
large,63,5,2025-06-02,500,0.4693875682330196,0.0847959691876231,0.08700175900040558,0.09676791262119756,0.09780938425933887,0.09813417627952024,0.0979706036852946
large,63,5,2025-07-01,500,0.36194826035993305,0.07272685514457879,0.1088013874157429,0.10067871201038171,0.10530431049348521,0.10764030797345692,0.09985090150252679
large,63,5,2025-08-01,500,0.5724924860252559,0.07228767916961805,0.08734221529893621,0.07728250201423165,0.0850371851538316,0.09184301716628307,0.10823087548510889
large,63,5,2025-09-02,500,0.5446606290062278,0.06987838870509294,0.06325673532556758,0.07215995522760865,0.07679053353280546,0.08086438291179322,0.08441036821576367
large,63,5,2025-10-01,500,0.586838794762141,0.07692507959694363,0.0935719951372419,0.10210046618545006,0.11179836064144487,0.11881129965582145,0.12350982748470637
large,63,5,2025-11-03,500,0.4712121954500186,0.1008051434765824,0.10051794478270451,0.11110616332155247,0.12345242677201632,0.13446861451748185,0.13768649083996296
large,63,5,2025-12-01,500,0.5372534813983401,0.0671575359222643,0.057492261896425804,0.07102787607902342,0.07781650198447147,0.0838373108778164,0.08756814380090001
large,63,5,2026-01-02,500,0.4836299769941175,0.07074767222284796,0.08542251087335402,0.08022651908683551,0.09090999991567364,0.10146575689294425,0.10690890705050099
large,63,5,2026-02-02,501,0.5646127409697416,0.07745542849440033,0.06828574955389227,0.0950542570912357,0.1067450804010418,0.11695387449368673,0.12802749744665834
large,63,5,2026-03-02,501,0.3119801197086177,0.09885315560165461,0.09765726309490891,0.12280924284945813,0.13451495733095342,0.14473246954471486,0.14869482003340523
large,63,5,2026-04-01,501,0.3204783930821653,0.09004799006108576,0.08388108873596674,0.08981891411254612,0.09714080296453106,0.10686539699680965,0.10735156676820025
large,63,5,2026-05-01,501,0.2206823260941344,0.09557095788509169,0.1009197235485708,0.06992929197334605,0.07021958901651734,0.07797235104872659,0.07290586862966077
large,63,5,2026-06-01,501,0.326109873069731,0.10519791157458414,0.08545213592470792,0.10239071427742356,0.10339261662624678,0.10637040513302873,0.10422708278039147
large,63,5,2026-07-01,501,0.2575665522967683,0.07175711463710419,0.06417709814924144,0.06464897501224533,0.06532422960263834,0.06695468724718061,0.054726394898211704
large,252,5,2019-02-01,475,0.421042216349226,0.07347502670549444,0.08692961588792202,0.04842209824941799,0.050481780180885685,0.05266688747055244,0.061299802605977026
large,252,5,2019-03-01,475,0.49143161788588063,0.0796137182770722,0.06350918332164308,0.06999960192066729,0.07482931336411563,0.08022650998620605,0.10797193982058748
large,252,5,2019-04-01,475,0.5380429153186725,0.09100193380231734,0.0874418696076505,0.07360864310032054,0.07581552099090398,0.07715460666687947,0.07497045594362757
large,252,5,2019-05-01,475,0.5332828806517423,0.08335171663012719,0.07193134638826827,0.09155740323712828,0.09753006963093379,0.10219899303763826,0.12632819906743725
large,252,5,2019-06-03,475,0.596089492328998,0.10745150106559372,0.08112793791957215,0.08919559500036008,0.08759797905209155,0.08782686821473987,0.09834229774323149
large,252,5,2019-07-01,475,0.5719505090341951,0.1110653564047632,0.09187335877758139,0.07159424461375576,0.07229242754723572,0.07212873480208123,0.08122168401582382
large,252,5,2019-08-01,475,0.5659520475427599,0.13618621594627758,0.1402555009814841,0.15951960957269598,0.16325673767018745,0.16876994989621552,0.2087291266751952
large,252,5,2019-09-03,476,0.5162275126907236,0.07589310249951679,0.092272589349676,0.05908947167382357,0.06031740502983166,0.062040237970924825,0.08294920464203102
large,252,5,2019-10-01,476,0.5762167844237492,0.08570458518732721,0.10533957195472174,0.08753380992920484,0.09179933933595832,0.09636960092648035,0.11303128713155379
large,252,5,2019-11-01,476,0.2488816066483951,0.07603798133118071,0.0899483338513942,0.058659184089230626,0.06084302845810584,0.06439901636390487,0.05132294963521709
large,252,5,2019-12-02,476,0.4377587423558928,0.08077911891630382,0.07300375796589104,0.05116682773752589,0.04944648910127089,0.04936939078040626,0.05113650076356095
large,252,5,2020-01-02,477,0.25531322636288306,0.08547768066424863,0.07576684948073677,0.07023612687530065,0.07645443476071802,0.08307546437597381,0.08899626238437264
large,252,5,2020-02-03,477,0.30494628971373133,0.27146670166245535,0.2679686789373736,0.278008665897403,0.2786960643867547,0.27878347150414134,0.27548225592948655
large,252,5,2020-03-02,477,0.24474318383630037,0.7032448682910976,0.6865441656903941,0.825612086494763,0.8618523515181068,0.8945098868061884,0.9135366504211857
large,252,5,2020-04-01,480,0.26345733737207316,0.2713329654195664,0.248646235978697,0.22846418700049687,0.2438530098616275,0.2772610395377346,0.3649731416834961
large,252,5,2020-05-01,480,0.29583600555920436,0.15254645551585502,0.1886280415450615,0.15567233470190128,0.15602857120655617,0.15940036816307743,0.2106454073264886
large,252,5,2020-06-01,482,0.4346968700445377,0.15599808918600996,0.10834896544369602,0.15785816119808177,0.17036415743004282,0.19120131704972876,0.27666909833445213
large,252,5,2020-07-01,483,0.3093064904630179,0.13599444459999513,0.1363034099105582,0.10298883219603001,0.10166386170712013,0.10594676813716651,0.1151825763244343
large,252,5,2020-08-03,483,0.23192196688312022,0.11842065083780927,0.15892525734228036,0.0966126103087689,0.08901813671827367,0.08288899014038596,0.06304158215972418
large,252,5,2020-09-01,483,0.17547548220205195,0.1397420860927435,0.13286008989502412,0.15460980270998398,0.16751941577628868,0.18361699385728508,0.19904771597558898
large,252,5,2020-10-01,484,0.13657740581663097,0.14475302426725223,0.14472676564864276,0.14263058760905423,0.14505929539559032,0.14956379203825543,0.16006985795788803
large,252,5,2020-11-02,484,0.12209575973330555,0.16258519605126603,0.15066808276256807,0.13196929822532039,0.13004604091949204,0.13097953606890553,0.12377742881300076
large,252,5,2020-12-01,484,0.12690662467185893,0.11186391125400208,0.11392402803871096,0.09462246750824217,0.08912591028753508,0.08566648531785677,0.08717768832657619
large,252,5,2021-01-04,484,0.10724044056822568,0.13772965083257652,0.10455634792598031,0.1196162062229932,0.11035571997672697,0.10442299640025356,0.10975482002628789
large,252,5,2021-02-01,484,0.09625972806158758,0.18087293521530867,0.12182468404152054,0.14063005688067526,0.12590797148588906,0.11543653894895865,0.11262462388636393
large,252,5,2021-03-01,484,0.07614984896129193,0.15861139936188043,0.13658157311872082,0.12812026393656198,0.11687759483783951,0.11223620557094774,0.11796890531746769
large,252,5,2021-04-01,486,0.35325160915719217,0.08853608400709276,0.10420211595712373,0.07315125765179757,0.07527813061075388,0.07696754343395429,0.07997328511849708
large,252,5,2021-05-03,486,0.4774418675817136,0.0932949751103094,0.10707892826139714,0.09994324139811611,0.1066101611931672,0.11251729092224559,0.12944849482736262
large,252,5,2021-06-01,486,0.2717696709788096,0.08538363985790079,0.09636418498157158,0.08840211957984243,0.09012646773816395,0.09191004108377944,0.09169458606348772
large,252,5,2021-07-01,486,0.20989108676418888,0.07369365245753931,0.07674315174532101,0.0704046449478429,0.07967787018138225,0.08985398570216509,0.0945429886986095
large,252,5,2021-08-02,486,0.17224838097072245,0.07746710823993672,0.08035370219328596,0.06123810172573947,0.061802507634782684,0.06360113977422258,0.06349833817013448
large,252,5,2021-09-01,486,0.13959289146197204,0.08094069242933162,0.08800042258629459,0.09428825922927431,0.09945755171493306,0.10437154167508213,0.10661684430228681
large,252,5,2021-10-01,487,0.10635691365085112,0.07426609297879296,0.06121914779311552,0.06979154643477802,0.07614235684084238,0.08353373947281009,0.08547137100412064
large,252,5,2021-11-01,487,0.11003826882862215,0.1183376450576476,0.11950932787623186,0.11117465639684797,0.11023297234732089,0.11193054800826696,0.11405777962070004
large,252,5,2021-12-01,487,0.2821805862147041,0.0872748233921275,0.0905366284821731,0.08979544892508828,0.09956219835742172,0.11117439188855294,0.12317671336585795
large,252,5,2022-01-03,489,0.14417725448909152,0.13477064589066645,0.11290353740292183,0.11493023875611419,0.11888116584734047,0.12854543838740928,0.1317913279708727
large,252,5,2022-02-01,489,0.0714716527711743,0.14854317593538013,0.1484269330025371,0.1259592145188298,0.1317060345478519,0.14395830443176363,0.14644827619367035
large,252,5,2022-03-01,490,0.17853662840489998,0.1391259557058561,0.16547866718883572,0.12667075216867205,0.13004365281631444,0.1384655278788028,0.15068359060938924
large,252,5,2022-04-01,490,0.12343637917743558,0.15012557393543988,0.1492688741088508,0.15045007126534718,0.1584793090126377,0.1678942886589155,0.17133845117687138
large,252,5,2022-05-02,492,0.08877248979991559,0.17362388927322595,0.19169152283286575,0.1816114409250437,0.19169422564021318,0.20349183131411677,0.2114548120091633
large,252,5,2022-06-01,492,0.08854405171503768,0.18418985371270724,0.1577846362975074,0.18434171660397866,0.1924670616001376,0.20162059847390956,0.2109452618478789
large,252,5,2022-07-01,492,0.09566146137999201,0.09044487498020155,0.11079726320215584,0.1101298272576014,0.12255340930620182,0.1332137399832468,0.13172337180391272
large,252,5,2022-08-01,493,0.09793924867556769,0.12683129341643803,0.12630416866592575,0.1225794879322249,0.124423133270923,0.12821261056673966,0.13307041660464378
large,252,5,2022-09-01,493,0.10817075844612985,0.20590134103523672,0.1299255982717341,0.17847577661980127,0.18912320234572919,0.200870608645682,0.21144125801815625
large,252,5,2022-10-03,493,0.12634253838363094,0.15202065696121883,0.12657630814767634,0.17198013538422316,0.19006296813831708,0.20742950842611887,0.21314402043158356
large,252,5,2022-11-01,493,0.10097486564621784,0.21715337244553928,0.17573763611487084,0.11596688687610389,0.12536730317135078,0.14611263998125246,0.16252419560730652
large,252,5,2022-12-01,493,0.1325735370275299,0.12537743197200407,0.11171693725239525,0.09525902422867609,0.10138740358386959,0.11151102315372838,0.12473915158630734
large,252,5,2023-01-03,493,0.16501765173152072,0.16357431401725478,0.15496918151790312,0.124573654931286,0.12511157886698784,0.12956429821181642,0.13488761991554654
large,252,5,2023-02-01,494,0.2588840680578491,0.15991444130494398,0.13428810764339885,0.09389698140526458,0.08987908889672844,0.09160248991695673,0.09321651494750999
large,252,5,2023-03-01,494,0.20920374796499855,0.1284162503031115,0.132190495442932,0.12529216184319691,0.13903242374225963,0.15335868745036904,0.17074482824570483
large,252,5,2023-04-03,494,0.16304008928750802,0.11752929124814247,0.08540500686044451,0.0913755577569017,0.08759665462238465,0.08970261649031475,0.09406894315885847
large,252,5,2023-05-01,494,0.1528157319547999,0.122132631881879,0.10652705044707546,0.08849713661918246,0.08009574568777175,0.07854118229850265,0.08523864016392818
large,252,5,2023-06-01,494,0.12140171579699523,0.17603027236674543,0.08981156083840018,0.0999847510073785,0.0900161218939129,0.09152141573633919,0.09465074640551947
large,252,5,2023-07-03,494,0.36550446937013004,0.09905466850269219,0.07901749706950488,0.07575243300219817,0.07568232140539384,0.07735391151924201,0.06686500606335154
large,252,5,2023-08-01,494,0.35934403803289006,0.0937974806831466,0.11213393202863282,0.07946369530485162,0.07960418158352124,0.08155953047503353,0.08541136272229889
large,252,5,2023-09-01,494,0.39591037008447455,0.11755750275895883,0.11183612820972495,0.08211140584222167,0.09086106341774608,0.09894222509207423,0.09760742757060119
large,252,5,2023-10-02,494,0.2664310066875213,0.17854639210512174,0.13097146017685943,0.11482802914965774,0.11351241333514034,0.11744339409945065,0.12316087924983668
large,252,5,2023-11-01,494,0.20861955499293242,0.11860739461487363,0.09412523209233015,0.07259459356865153,0.0786744824791034,0.09203348367239887,0.09846887394883938
large,252,5,2023-12-01,494,0.1735874519901476,0.16709734017302538,0.12614865279585805,0.11566978717356453,0.10563430413373891,0.10104581192625607,0.0990255385604641
large,252,5,2024-01-02,495,0.23550586757565292,0.07513626858351832,0.10233180850456447,0.07186713371056959,0.07907390157465405,0.08609557552129211,0.08864102194005558
large,252,5,2024-02-01,495,0.24626079271691317,0.0679164220531658,0.08181528318231321,0.05947579647675763,0.06540182230291226,0.07215599523575816,0.07974975225549352
large,252,5,2024-03-01,495,0.24089737795397168,0.0743374070925118,0.0722893658733011,0.06470453493330658,0.06894406070110984,0.07444139278309134,0.07465436078326963
large,252,5,2024-04-01,495,0.2689078549986155,0.10597907222967969,0.10539382278741892,0.08042494935791099,0.08243110559524894,0.08649606784031277,0.09581209760394452
large,252,5,2024-05-01,495,0.2969940069684583,0.09116721920392107,0.0864122863501908,0.08545836581492378,0.09144894855849987,0.09650946942387488,0.09576173748076645
large,252,5,2024-06-03,496,0.38348298178314455,0.09705714481765505,0.09895447674186231,0.05250121046644089,0.05192219349524753,0.05340592590132607,0.060140521681231934
large,252,5,2024-07-01,496,0.4443035064598765,0.10311631035853723,0.10579122036271105,0.07360374758180292,0.0794002011250994,0.08717509682866896,0.10330656653922392
large,252,5,2024-08-01,496,0.45699462341425034,0.12308225080017829,0.1039492853175287,0.11842162160151577,0.1170011360963709,0.11819879167355567,0.1505224830220105
large,252,5,2024-09-03,496,0.4627852899185235,0.08048814721098425,0.08065372443625836,0.06986601081913014,0.07114036693484493,0.07309826064840791,0.08489391795013346
large,252,5,2024-10-01,496,0.5311310052488943,0.08420690489092858,0.06476801046358448,0.07551502506948457,0.07714999496880084,0.07892389653380491,0.08522792004487685
large,252,5,2024-11-01,497,0.5960474011677016,0.10815663500097004,0.11391253230691545,0.10117778889799059,0.10173483913755207,0.10230855388943412,0.11414819322657507
large,252,5,2024-12-02,497,0.38420113089500413,0.07825942385614268,0.08379205149582185,0.08468744295297911,0.09153530133149908,0.09906893127245243,0.10917302287277439
large,252,5,2025-01-02,497,0.2597830343348409,0.12676677289166322,0.09196617861009224,0.10889213494013321,0.1075969846949856,0.10833092854026764,0.10846278920252223
large,252,5,2025-02-03,497,0.26588255341822736,0.10996278767089444,0.1191647570767154,0.08393571132521409,0.08090700790674367,0.0816071268628226,0.08356853522792239
large,252,5,2025-03-03,497,0.2998653020213893,0.10657845827230195,0.08914591456772844,0.11243395251198786,0.12192139841158914,0.13250684374302413,0.14400730427243236
large,252,5,2025-04-01,499,0.24896102648618904,0.3067235955962795,0.23453075721781846,0.31381825066785635,0.32628335742401654,0.34325899174453023,0.3721882844275933
large,252,5,2025-05-01,499,0.3031519551169278,0.14193683383896943,0.12151784727407998,0.12437590576124391,0.12412994152333559,0.1247153072758482,0.1365902376715922
large,252,5,2025-06-02,499,0.27213074300322554,0.07004006264876522,0.1116900083813537,0.07986821764025877,0.08328304335255995,0.08679911258858505,0.09002523602158306
large,252,5,2025-07-01,499,0.21017370939418986,0.07653265697737709,0.10453434963520845,0.0841794282936976,0.08640000421945881,0.08883441437318346,0.0925738363103165
large,252,5,2025-08-01,499,0.1345157664580428,0.10806337315726879,0.10148266879368374,0.08098590664386715,0.07925897001338164,0.08146597092238028,0.08546013718309299
large,252,5,2025-09-02,499,0.17562628904046493,0.08123492564402503,0.11264653947210013,0.07188899235754236,0.07324966798698704,0.07600791523391975,0.07886339365998858
large,252,5,2025-10-01,499,0.22024181686071403,0.07710113965320405,0.11156347479289931,0.0725034205245543,0.07572834770996918,0.07897607725347744,0.0919245154941457
large,252,5,2025-11-03,499,0.20230140570482583,0.11305414207417837,0.11633136466512939,0.09580155310950662,0.09681956040911147,0.09878003221472766,0.10788221712733126
large,252,5,2025-12-01,499,0.18703924633778393,0.06680033254712857,0.07292456915214526,0.06741969242874045,0.06921963197778412,0.07161726038069738,0.07072821295310139
large,252,5,2026-01-02,499,0.19653711805697008,0.12344327271964035,0.09999419572333204,0.07594192412430147,0.07100844128902478,0.07016023661576276,0.08106801950632857
large,252,5,2026-02-02,499,0.2707487638471712,0.15665925873182843,0.15776023680329557,0.09004121342446432,0.07957593470690207,0.07427939189495993,0.08375492816807008
large,252,5,2026-03-02,500,0.22127819930679682,0.1051578043167561,0.09983217533023753,0.1018030064186613,0.09951312152142129,0.09884842096651149,0.10770817877452706
large,252,5,2026-04-01,500,0.24236116054255172,0.09278642975892137,0.08748557362077422,0.0911450095019723,0.09545859787993337,0.0991404352543749,0.09846529034483041
large,252,5,2026-05-01,500,0.13107140863261676,0.13862105672396766,0.0967064398679477,0.10682594033643562,0.08896009247031314,0.07293758887204635,0.0715158083466408
large,252,5,2026-06-01,500,0.11063225729030679,0.09725655667450539,0.08186728234404202,0.09241828821539946,0.09390568056013314,0.0978832333916456,0.09220665980608218
large,252,5,2026-07-01,500,0.08027907047598519,0.09500656117997223,0.07741279490859562,0.07757237930774803,0.07845335571892038,0.0791722443356202,0.07611915682162784
mid,63,5,2018-05-01,347,0.6291116540986424,0.09903998137848499,0.075503059689168,0.07937247561140852,0.08156130972474096,0.08485278000233162,0.09370308663728415
mid,63,5,2018-06-01,347,0.6548512963623127,0.061798572494055216,0.06503614538550866,0.07736418701293005,0.08411078273472394,0.08812631825664621,0.09786098864412068
mid,63,5,2018-07-02,348,0.5969970312395683,0.09156739638061068,0.08128932291661167,0.08625584201672724,0.09140311398226347,0.09564447489223243,0.10413719007156469
mid,63,5,2018-08-01,350,0.5308861311909919,0.06379871352917403,0.06605868961851499,0.07973055399676217,0.08567875598557317,0.08976242929530115,0.09136127889088727
mid,63,5,2018-09-04,352,0.5295379209784209,0.09560704948103922,0.07524347639948806,0.07375207574848933,0.07413182263121329,0.07504750825766952,0.07599279039141056
mid,63,5,2018-10-01,353,0.399133777671293,0.13485177001842485,0.1462860575784806,0.20284419804268689,0.22140889248955203,0.23448935903379436,0.23642425569340286
mid,63,5,2018-11-01,353,0.6311469944365721,0.08825229734039329,0.09539750100771605,0.1239806354511619,0.13279986053006035,0.1406529429719144,0.18278657752653366
mid,63,5,2018-12-03,353,0.6245576346291262,0.19017267085322362,0.1818247789372859,0.2272364405210957,0.24234616975134232,0.25421871195101514,0.2932674752444343
mid,63,5,2019-01-02,354,0.6121455535734143,0.06921796885966017,0.08801295981565754,0.09079322071430809,0.10347568779440589,0.11677102152252115,0.17716691304119728
mid,63,5,2019-02-01,355,0.5993006992410189,0.07448398136356248,0.10074571531728503,0.06581613407196026,0.0667388144089396,0.0690277869762996,0.08976687026700945
mid,63,5,2019-03-01,355,0.5544924174868774,0.07867957651301209,0.07899694808528558,0.09730618109918182,0.11025400123308123,0.12285307767878824,0.1567123786450777
mid,63,5,2019-04-01,355,0.675516185515169,0.09623826822302145,0.09314222624846344,0.09762053014375131,0.09973480442024067,0.10242624842246148,0.11274507855732253
mid,63,5,2019-05-01,355,0.6876774051273344,0.09362869368125351,0.1079154060407849,0.13463724334734756,0.14879615003551036,0.15770373542023358,0.18282056315191691
mid,63,5,2019-06-03,355,0.5961549076271994,0.11145775451470316,0.09108844813649628,0.09919449787303021,0.10576551622994007,0.11341623115913185,0.1329511080074496
mid,63,5,2019-07-01,355,0.5939845554130251,0.0772601888280091,0.0792673546875536,0.08258319774838661,0.09181761673568868,0.10111695434087381,0.12351050839759042
mid,63,5,2019-08-01,356,0.5702146228363093,0.1423199976668538,0.14505735547256546,0.18021680956525774,0.19525291184065385,0.20855217190604897,0.23938909043195833
mid,63,5,2019-09-03,358,0.5799338162452632,0.0667333875882308,0.06665698115094669,0.07307140860637086,0.08641351991943982,0.09944475962127436,0.13618915139149773
